At_chr	At_start	At_end	Dt_chr	Dt_start	Dt_end	At_seqLen	Dt_seqLen
HC04_A07	76000000	77000000	HC04_D07	15000000	16000000	132832	174106
HC04_A07	78000000	79000000	HC04_D07	13000000	14000000	246283	248129
HC04_A07	8000000	9000000	HC04_D07	52000000	53000000	198820	196315
HC04_A07	8000000	9000000	HC04_D07	53000000	54000000	414840	391339
HC04_A07	80000000	81000000	HC04_D01	58000000	59000000	7271	12706
HC04_A07	80000000	81000000	HC04_D07	12000000	13000000	275864	282401
HC04_A07	80000000	81000000	HC04_D07	13000000	14000000	134225	110661
HC04_A07	81000000	82000000	HC04_D02	21000000	22000000	12637	8487
HC04_A07	81000000	82000000	HC04_D07	11000000	12000000	310679	323414
HC04_A07	81000000	82000000	HC04_D07	12000000	13000000	288898	307224
HC04_A07	82000000	83000000	HC04_D01	18000000	19000000	8976	9750
HC04_A07	82000000	83000000	HC04_D06	33000000	34000000	6099	5055
HC04_A07	82000000	83000000	HC04_D07	11000000	12000000	239198	219835
HC04_A07	82000000	83000000	HC04_D09	24000000	25000000	10208	9907
HC04_A07	82000000	83000000	HC04_D09	28000000	29000000	21401	18699
HC04_A07	82000000	83000000	HC04_D12	6000000	7000000	8278	6952
HC04_A07	83000000	84000000	HC04_D07	10000000	11000000	324222	322536
HC04_A07	83000000	84000000	HC04_D07	11000000	12000000	8926	9233
HC04_A07	84000000	85000000	HC04_D01	54000000	55000000	16978	17637
HC04_A07	84000000	85000000	HC04_D01	8000000	9000000	10730	6205
HC04_A07	86000000	87000000	HC04_D07	8000000	9000000	244359	273063
HC04_A07	87000000	88000000	HC04_D02	5000000	6000000	5507	5566
HC04_A07	87000000	88000000	HC04_D03	10000000	11000000	7791	7790
HC04_A07	87000000	88000000	HC04_D03	11000000	12000000	6330	6328
HC04_A07	87000000	88000000	HC04_D03	13000000	14000000	7761	7842
HC04_A07	87000000	88000000	HC04_D05	21000000	22000000	5724	5721
HC04_A07	87000000	88000000	HC04_D05	7000000	8000000	7761	7849
HC04_A07	87000000	88000000	HC04_D06	59000000	60000000	7791	11037
HC04_A07	87000000	88000000	HC04_D07	8000000	9000000	17756	21470
HC04_A07	87000000	88000000	HC04_D08	15000000	16000000	7791	7796
HC04_A07	87000000	88000000	HC04_D08	16000000	17000000	5724	5729
HC04_A07	87000000	88000000	HC04_D09	38000000	39000000	7791	7795
HC04_A07	87000000	88000000	HC04_D12	41000000	42000000	7761	7192
HC04_A07	88000000	89000000	HC04_D07	8000000	9000000	6549	6624
HC04_A07	89000000	90000000	HC04_D07	7000000	8000000	85925	91146
HC04_A07	89000000	90000000	HC04_D07	8000000	9000000	192518	186824
HC04_A07	9000000	10000000	HC04_D07	51000000	52000000	137662	138512
HC04_A07	9000000	10000000	HC04_D07	52000000	53000000	614858	583727
HC04_A07	90000000	91000000	HC04_D07	7000000	8000000	550109	501134
HC04_A07	91000000	92000000	HC04_D07	6000000	7000000	105498	159374
HC04_A07	91000000	92000000	HC04_D07	7000000	8000000	80614	46480
HC04_A07	92000000	93000000	HC04_D07	6000000	7000000	359506	339182
HC04_A07	93000000	94000000	HC04_D04	2000000	3000000	5838	12797
HC04_A07	93000000	94000000	HC04_D07	4000000	5000000	186622	188258
HC04_A07	93000000	94000000	HC04_D08	5000000	6000000	5983	9048
HC04_A07	93000000	94000000	HC04_D11	69000000	70000000	5377	5090
HC04_A07	94000000	95000000	HC04_D07	3000000	4000000	104091	96966
HC04_A07	94000000	95000000	HC04_D07	4000000	5000000	609451	603683
HC04_A07	95000000	96000000	HC04_D07	2000000	3000000	20473	27504
HC04_A07	95000000	96000000	HC04_D07	3000000	4000000	795296	783263
HC04_A07	95000000	96000000	HC04_D12	51000000	52000000	12771	12381
HC04_A07	96000000	97000000	HC04_D07	2000000	3000000	637975	641308
HC04_A07	96000000	97000000	HC04_D07	3000000	4000000	20473	27504
HC04_A07	97000000	98000000	HC04_D11	5000000	6000000	20095	18041
HC04_A08	0	1000000	HC04_D08	0	1000000	881126	848960
HC04_A08	0	1000000	HC04_D08	1000000	2000000	118529	115126
HC04_A08	0	1000000	HC04_D13	0	1000000	18113	15164
HC04_A08	1000000	2000000	HC04_D08	0	1000000	118529	115126
HC04_A08	1000000	2000000	HC04_D08	1000000	2000000	891408	913424
HC04_A08	10000000	11000000	HC04_D08	9000000	10000000	538690	481757
HC04_A08	100000000	101000000	HC04_D08	53000000	54000000	45487	41720
HC04_A08	100000000	101000000	HC04_D08	54000000	55000000	34684	36197
HC04_A08	101000000	102000000	HC04_D08	54000000	55000000	162145	144740
HC04_A08	102000000	103000000	HC04_D08	54000000	55000000	258311	211309
HC04_A08	103000000	104000000	HC04_D08	54000000	55000000	232989	186489
HC04_A08	103000000	104000000	HC04_D08	55000000	56000000	183638	179322
HC04_A08	114000000	115000000	HC04_D01	37000000	38000000	5046	5080
HC04_A08	114000000	115000000	HC04_D08	61000000	62000000	474684	455230
HC04_A08	114000000	115000000	HC04_D08	62000000	63000000	116502	106256
HC04_A08	115000000	116000000	HC04_D07	20000000	21000000	8644	6896
HC04_A08	115000000	116000000	HC04_D08	62000000	63000000	475136	477565
HC04_A08	115000000	116000000	HC04_D08	64000000	65000000	9007	17433
HC04_A08	116000000	117000000	HC04_D08	62000000	63000000	171944	165014
HC04_A08	116000000	117000000	HC04_D08	63000000	64000000	333453	285520
HC04_A08	117000000	118000000	HC04_D08	63000000	64000000	388113	393399
HC04_A08	117000000	118000000	HC04_D08	64000000	65000000	120466	117092
HC04_A08	117000000	118000000	HC04_D10	63000000	64000000	8281	8180
HC04_A08	118000000	119000000	HC04_D01	46000000	47000000	8459	5592
HC04_A08	118000000	119000000	HC04_D08	64000000	65000000	524291	498967
HC04_A08	119000000	120000000	HC04_D01	60000000	61000000	6568	12101
HC04_A08	119000000	120000000	HC04_D08	64000000	65000000	88176	71816
HC04_A08	119000000	120000000	HC04_D08	65000000	66000000	596343	551563
HC04_A08	12000000	13000000	HC04_D02	3000000	4000000	5052	5030
HC04_A08	12000000	13000000	HC04_D02	30000000	31000000	7566	9129
HC04_A08	12000000	13000000	HC04_D05	57000000	58000000	5052	5055
HC04_A08	12000000	13000000	HC04_D08	10000000	11000000	199739	194908
HC04_A08	12000000	13000000	HC04_D08	11000000	12000000	303408	262216
HC04_A08	120000000	121000000	HC04_D08	35000000	36000000	7582	5331
HC04_A08	120000000	121000000	HC04_D08	64000000	65000000	16020	16340
HC04_A08	120000000	121000000	HC04_D08	65000000	66000000	210752	193580
HC04_A08	120000000	121000000	HC04_D08	66000000	67000000	419714	426477
HC04_A08	122000000	123000000	HC04_D08	67000000	68000000	342137	380864
HC04_A08	123000000	124000000	HC04_D08	69000000	70000000	393591	394050
HC04_A08	124000000	125000000	HC04_D08	69000000	70000000	494243	511222
HC04_A08	124000000	125000000	HC04_D08	70000000	71000000	328852	323660
HC04_A08	125000000	126000000	HC04_D01	0	1000000	15575	17404
HC04_A08	125000000	126000000	HC04_D01	1000000	2000000	15575	17404
HC04_A08	125000000	126000000	HC04_D01	2000000	3000000	30004	32688
HC04_A08	125000000	126000000	HC04_D02	10000000	11000000	15525	15986
HC04_A08	125000000	126000000	HC04_D03	4000000	5000000	15294	13069
HC04_A08	125000000	126000000	HC04_D03	5000000	6000000	16029	14937
HC04_A08	125000000	126000000	HC04_D03	7000000	8000000	17329	16555
HC04_A08	125000000	126000000	HC04_D04	56000000	57000000	17289	17291
HC04_A08	125000000	126000000	HC04_D05	28000000	29000000	14730	15773
HC04_A08	125000000	126000000	HC04_D08	67000000	68000000	13621	13544
HC04_A08	125000000	126000000	HC04_D08	70000000	71000000	588897	596051
HC04_A08	125000000	126000000	HC04_D09	33000000	34000000	7648	7451
HC04_A08	125000000	126000000	HC04_D11	11000000	12000000	17334	15597
HC04_A08	125000000	126000000	HC04_D11	62000000	63000000	13621	16407
HC04_A08	125000000	126000000	HC04_D12	40000000	41000000	15120	15282
HC04_A08	125000000	126000000	HC04_D12	42000000	43000000	13438	12962
HC04_A08	14000000	15000000	HC04_D04	33000000	34000000	6707	12643
HC04_A08	14000000	15000000	HC04_D06	2000000	3000000	5912	5909
HC04_A08	14000000	15000000	HC04_D08	12000000	13000000	660113	610132
HC04_A08	14000000	15000000	HC04_D08	13000000	14000000	51152	47606
HC04_A08	15000000	16000000	HC04_D08	13000000	14000000	498092	489978
HC04_A08	16000000	17000000	HC04_D08	13000000	14000000	187470	189801
HC04_A08	16000000	17000000	HC04_D08	14000000	15000000	334966	308448
HC04_A08	18000000	19000000	HC04_D08	15000000	16000000	395630	415970
HC04_A08	19000000	20000000	HC04_D08	15000000	16000000	315232	315230
HC04_A08	19000000	20000000	HC04_D08	16000000	17000000	117782	104069
HC04_A08	19000000	20000000	HC04_D11	46000000	47000000	7000	8987
HC04_A08	19000000	20000000	HC04_D12	6000000	7000000	7311	6935
HC04_A08	2000000	3000000	HC04_D08	1000000	2000000	60877	57053
HC04_A08	2000000	3000000	HC04_D08	2000000	3000000	929903	884017
HC04_A08	20000000	21000000	HC04_D08	16000000	17000000	598243	626011
HC04_A08	20000000	21000000	HC04_D08	17000000	18000000	49744	60739
HC04_A08	20000000	21000000	HC04_D12	44000000	45000000	7878	5641
HC04_A08	21000000	22000000	HC04_D08	17000000	18000000	516958	459527
HC04_A08	21000000	22000000	HC04_D08	46000000	47000000	5241	9872
HC04_A08	22000000	23000000	HC04_D07	39000000	40000000	11784	14457
HC04_A08	22000000	23000000	HC04_D08	17000000	18000000	137613	145074
HC04_A08	22000000	23000000	HC04_D08	18000000	19000000	292814	283214
HC04_A08	22000000	23000000	HC04_D08	46000000	47000000	5241	9872
HC04_A08	3000000	4000000	HC04_D08	2000000	3000000	108696	100109
HC04_A08	3000000	4000000	HC04_D08	3000000	4000000	554564	539566
HC04_A08	3000000	4000000	HC04_D08	64000000	65000000	22974	23246
HC04_A08	3000000	4000000	HC04_D12	4000000	5000000	9373	7346
HC04_A08	30000000	31000000	HC04_D08	21000000	22000000	166735	152642
HC04_A08	31000000	32000000	HC04_D04	51000000	52000000	9428	8704
HC04_A08	31000000	32000000	HC04_D05	62000000	63000000	9428	8701
HC04_A08	31000000	32000000	HC04_D07	12000000	13000000	9919	11327
HC04_A08	31000000	32000000	HC04_D08	21000000	22000000	212387	214411
HC04_A08	31000000	32000000	HC04_D08	22000000	23000000	289405	259123
HC04_A08	31000000	32000000	HC04_D08	69000000	70000000	9428	8619
HC04_A08	31000000	32000000	HC04_D09	26000000	27000000	9428	11842
HC04_A08	31000000	32000000	HC04_D11	56000000	57000000	9785	9873
HC04_A08	31000000	32000000	HC04_D12	50000000	51000000	9946	14086
HC04_A08	31000000	32000000	HC04_D12	51000000	52000000	9946	14086
HC04_A08	31000000	32000000	HC04_D13	59000000	60000000	9429	8819
HC04_A08	31000000	32000000	HC04_D13	61000000	62000000	9429	8828
HC04_A08	32000000	33000000	HC04_D08	22000000	23000000	426331	371226
HC04_A08	35000000	36000000	HC04_D03	1000000	2000000	5900	7099
HC04_A08	35000000	36000000	HC04_D05	60000000	61000000	5815	7724
HC04_A08	36000000	37000000	HC04_D08	25000000	26000000	6307	6762
HC04_A08	36000000	37000000	HC04_D08	31000000	32000000	88212	75194
HC04_A08	37000000	38000000	HC04_D08	31000000	32000000	257405	259695
HC04_A08	38000000	39000000	HC04_D08	30000000	31000000	89791	85651
HC04_A08	38000000	39000000	HC04_D08	31000000	32000000	143593	136786
HC04_A08	39000000	40000000	HC04_D08	30000000	31000000	384669	372020
HC04_A08	40000000	41000000	HC04_D08	29000000	30000000	163850	167415
HC04_A08	40000000	41000000	HC04_D08	30000000	31000000	82593	72001
HC04_A08	41000000	42000000	HC04_D08	29000000	30000000	211787	195974
HC04_A08	41000000	42000000	HC04_D08	35000000	36000000	12727	5367
HC04_A08	42000000	43000000	HC04_D08	29000000	30000000	187249	220115
HC04_A08	43000000	44000000	HC04_D08	28000000	29000000	93107	71532
HC04_A08	43000000	44000000	HC04_D08	29000000	30000000	31629	16487
HC04_A08	44000000	45000000	HC04_D07	32000000	33000000	12268	14363
HC04_A08	44000000	45000000	HC04_D08	28000000	29000000	184727	152004
HC04_A08	44000000	45000000	HC04_D11	2000000	3000000	28208	10409
HC04_A08	45000000	46000000	HC04_D01	37000000	38000000	50360	35445
HC04_A08	45000000	46000000	HC04_D08	26000000	27000000	38237	22888
HC04_A08	45000000	46000000	HC04_D08	28000000	29000000	50324	53307
HC04_A08	46000000	47000000	HC04_D02	26000000	27000000	31262	38112
HC04_A08	47000000	48000000	HC04_D08	28000000	29000000	45641	35122
HC04_A08	48000000	49000000	HC04_D07	37000000	38000000	18296	13103
HC04_A08	48000000	49000000	HC04_D08	28000000	29000000	204305	207749
HC04_A08	49000000	50000000	HC04_D08	26000000	27000000	239550	220400
HC04_A08	5000000	6000000	HC04_D01	0	1000000	5018	5030
HC04_A08	5000000	6000000	HC04_D02	3000000	4000000	5057	5032
HC04_A08	5000000	6000000	HC04_D05	57000000	58000000	5055	5055
HC04_A08	5000000	6000000	HC04_D08	4000000	5000000	296706	278748
HC04_A08	5000000	6000000	HC04_D08	5000000	6000000	433673	426715
HC04_A08	5000000	6000000	HC04_D09	5000000	6000000	5004	8511
HC04_A08	50000000	51000000	HC04_D08	26000000	27000000	161061	154551
HC04_A08	51000000	52000000	HC04_D08	25000000	26000000	80774	69458
HC04_A08	51000000	52000000	HC04_D08	26000000	27000000	170408	162246
HC04_A08	52000000	53000000	HC04_D08	25000000	26000000	114870	117817
HC04_A08	53000000	54000000	HC04_D08	25000000	26000000	55265	40094
HC04_A08	53000000	54000000	HC04_D08	36000000	37000000	23600	20872
HC04_A08	54000000	55000000	HC04_D08	36000000	37000000	83889	116986
HC04_A08	55000000	56000000	HC04_D08	32000000	33000000	38025	51570
HC04_A08	55000000	56000000	HC04_D08	36000000	37000000	40570	49887
HC04_A08	56000000	57000000	HC04_D08	32000000	33000000	47936	35364
HC04_A08	56000000	57000000	HC04_D08	36000000	37000000	13748	21053
HC04_A08	56000000	57000000	HC04_D08	37000000	38000000	127403	132160
HC04_A08	57000000	58000000	HC04_D08	32000000	33000000	60436	47733
HC04_A08	57000000	58000000	HC04_D08	36000000	37000000	42602	32154
HC04_A08	58000000	59000000	HC04_D08	32000000	33000000	110830	88256
HC04_A08	59000000	60000000	HC04_D08	31000000	32000000	121922	117181
HC04_A08	59000000	60000000	HC04_D08	32000000	33000000	12135	12449
HC04_A08	6000000	7000000	HC04_D01	60000000	61000000	17504	13330
HC04_A08	6000000	7000000	HC04_D08	5000000	6000000	293788	278607
HC04_A08	6000000	7000000	HC04_D08	6000000	7000000	444278	454892
HC04_A08	6000000	7000000	HC04_D08	66000000	67000000	17439	12608
HC04_A08	6000000	7000000	HC04_D09	52000000	53000000	16682	11450
HC04_A08	6000000	7000000	HC04_D10	4000000	5000000	17444	15216
HC04_A08	6000000	7000000	HC04_D11	16000000	17000000	17338	14731
HC04_A08	6000000	7000000	HC04_D12	57000000	58000000	17504	12650
HC04_A08	6000000	7000000	HC04_D13	63000000	64000000	9864	19627
HC04_A08	60000000	61000000	HC04_D08	25000000	26000000	50593	62323
HC04_A08	60000000	61000000	HC04_D08	31000000	32000000	20591	26323
HC04_A08	60000000	61000000	HC04_D08	35000000	36000000	31313	20352
HC04_A08	60000000	61000000	HC04_D08	36000000	37000000	100438	77226
HC04_A08	61000000	62000000	HC04_D06	18000000	19000000	5480	5807
HC04_A08	61000000	62000000	HC04_D07	13000000	14000000	6906	7168
HC04_A08	61000000	62000000	HC04_D08	35000000	36000000	236745	225870
HC04_A08	62000000	63000000	HC04_D08	35000000	36000000	194891	165406
HC04_A08	62000000	63000000	HC04_D09	15000000	16000000	10500	17291
HC04_A08	63000000	64000000	HC04_D08	33000000	34000000	11695	7585
HC04_A08	63000000	64000000	HC04_D08	34000000	35000000	275419	298688
HC04_A08	63000000	64000000	HC04_D08	35000000	36000000	9474	5213
HC04_A08	64000000	65000000	HC04_D08	33000000	34000000	15641	14203
HC04_A08	64000000	65000000	HC04_D08	34000000	35000000	165366	139180
HC04_A08	65000000	66000000	HC04_D04	51000000	52000000	9752	9673
HC04_A08	65000000	66000000	HC04_D05	62000000	63000000	9764	9682
HC04_A08	65000000	66000000	HC04_D07	12000000	13000000	15444	11588
HC04_A08	65000000	66000000	HC04_D08	40000000	41000000	91128	112010
HC04_A08	65000000	66000000	HC04_D08	69000000	70000000	9752	9588
HC04_A08	65000000	66000000	HC04_D09	26000000	27000000	9405	12367
HC04_A08	65000000	66000000	HC04_D11	56000000	57000000	14780	10003
HC04_A08	65000000	66000000	HC04_D12	50000000	51000000	11140	14536
HC04_A08	65000000	66000000	HC04_D12	51000000	52000000	11140	14536
HC04_A08	65000000	66000000	HC04_D13	59000000	60000000	9809	9902
HC04_A08	65000000	66000000	HC04_D13	61000000	62000000	9450	9455
HC04_A08	66000000	67000000	HC04_D08	40000000	41000000	71077	59164
HC04_A08	67000000	68000000	HC04_D08	40000000	41000000	70956	74277
HC04_A08	67000000	68000000	HC04_D08	41000000	42000000	42010	48378
HC04_A08	68000000	69000000	HC04_D08	41000000	42000000	137285	121959
HC04_A08	69000000	70000000	HC04_D02	61000000	62000000	11339	7458
HC04_A08	69000000	70000000	HC04_D08	41000000	42000000	209055	183212
HC04_A08	69000000	70000000	HC04_D08	42000000	43000000	73266	72582
HC04_A08	7000000	8000000	HC04_D01	61000000	62000000	13079	17396
HC04_A08	7000000	8000000	HC04_D08	6000000	7000000	386827	369395
HC04_A08	7000000	8000000	HC04_D08	7000000	8000000	315361	300361
HC04_A08	7000000	8000000	HC04_D11	12000000	13000000	8809	12278
HC04_A08	7000000	8000000	HC04_D13	41000000	42000000	12993	11652
HC04_A08	70000000	71000000	HC04_D08	41000000	42000000	106613	105229
HC04_A08	70000000	71000000	HC04_D08	42000000	43000000	19327	19147
HC04_A08	71000000	72000000	HC04_D08	49000000	50000000	15448	32708
HC04_A08	71000000	72000000	HC04_D08	50000000	51000000	30606	31758
HC04_A08	72000000	73000000	HC04_D02	35000000	36000000	38414	77572
HC04_A08	72000000	73000000	HC04_D08	39000000	40000000	22333	28686
HC04_A08	72000000	73000000	HC04_D12	4000000	5000000	5850	16817
HC04_A08	72000000	73000000	HC04_D12	5000000	6000000	5850	16817
HC04_A08	73000000	74000000	HC04_D08	33000000	34000000	66985	46841
HC04_A08	73000000	74000000	HC04_D08	39000000	40000000	28060	35778
HC04_A08	74000000	75000000	HC04_D08	38000000	39000000	89809	89507
HC04_A08	74000000	75000000	HC04_D08	39000000	40000000	77048	86598
HC04_A08	75000000	76000000	HC04_D08	38000000	39000000	7571	7583
HC04_A08	75000000	76000000	HC04_D08	39000000	40000000	30455	29700
HC04_A08	75000000	76000000	HC04_D08	40000000	41000000	48439	42817
HC04_A08	76000000	77000000	HC04_D01	28000000	29000000	6352	6156
HC04_A08	76000000	77000000	HC04_D01	30000000	31000000	24826	19395
HC04_A08	76000000	77000000	HC04_D02	35000000	36000000	64111	68090
HC04_A08	76000000	77000000	HC04_D04	31000000	32000000	14435	17917
HC04_A08	77000000	78000000	HC04_D02	35000000	36000000	8154	10874
HC04_A08	77000000	78000000	HC04_D08	39000000	40000000	7909	12307
HC04_A08	78000000	79000000	HC04_D08	47000000	48000000	11099	9247
HC04_A08	78000000	79000000	HC04_D08	52000000	53000000	119200	102017
HC04_A08	79000000	80000000	HC04_D08	29000000	30000000	28529	22884
HC04_A08	79000000	80000000	HC04_D08	46000000	47000000	77021	85491
HC04_A08	79000000	80000000	HC04_D08	47000000	48000000	154896	143713
HC04_A08	8000000	9000000	HC04_D08	7000000	8000000	504930	491781
HC04_A08	8000000	9000000	HC04_D08	8000000	9000000	190505	193322
HC04_A08	8000000	9000000	HC04_D11	65000000	66000000	5089	6740
HC04_A08	80000000	81000000	HC04_D08	45000000	46000000	8358	15106
HC04_A08	80000000	81000000	HC04_D08	46000000	47000000	40315	37203
HC04_A08	81000000	82000000	HC04_D08	50000000	51000000	87773	71853
HC04_A08	82000000	83000000	HC04_D01	35000000	36000000	9921	11671
HC04_A08	82000000	83000000	HC04_D08	50000000	51000000	68089	55594
HC04_A08	82000000	83000000	HC04_D08	51000000	52000000	85015	77773
HC04_A08	83000000	84000000	HC04_D01	23000000	24000000	9994	8802
HC04_A08	83000000	84000000	HC04_D08	51000000	52000000	78562	86209
HC04_A08	84000000	85000000	HC04_D08	51000000	52000000	76754	89289
HC04_A08	85000000	86000000	HC04_D08	51000000	52000000	95265	73161
HC04_A08	85000000	86000000	HC04_D08	52000000	53000000	132993	124576
HC04_A08	86000000	87000000	HC04_D08	46000000	47000000	51907	62071
HC04_A08	86000000	87000000	HC04_D08	47000000	48000000	72646	64423
HC04_A08	86000000	87000000	HC04_D08	52000000	53000000	10373	14396
HC04_A08	87000000	88000000	HC04_D08	46000000	47000000	62349	46741
HC04_A08	88000000	89000000	HC04_D08	46000000	47000000	186306	175962
HC04_A08	89000000	90000000	HC04_D04	48000000	49000000	9039	7109
HC04_A08	89000000	90000000	HC04_D08	46000000	47000000	76061	80488
HC04_A08	89000000	90000000	HC04_D08	47000000	48000000	16642	19548
HC04_A08	9000000	10000000	HC04_D08	65000000	66000000	9436	9453
HC04_A08	9000000	10000000	HC04_D08	8000000	9000000	435215	421398
HC04_A08	9000000	10000000	HC04_D08	9000000	10000000	39968	40581
HC04_A08	90000000	91000000	HC04_D08	47000000	48000000	167161	169360
HC04_A08	91000000	92000000	HC04_D08	47000000	48000000	114857	106985
HC04_A08	92000000	93000000	HC04_D08	47000000	48000000	47014	53768
HC04_A08	92000000	93000000	HC04_D08	48000000	49000000	140712	136538
HC04_A08	93000000	94000000	HC04_D08	48000000	49000000	268738	237302
HC04_A08	94000000	95000000	HC04_D01	23000000	24000000	10500	9310
HC04_A08	94000000	95000000	HC04_D01	55000000	56000000	29258	22356
HC04_A08	94000000	95000000	HC04_D08	48000000	49000000	190199	143188
HC04_A08	94000000	95000000	HC04_D08	49000000	50000000	16498	15674
HC04_A08	95000000	96000000	HC04_D08	49000000	50000000	69625	90353
HC04_A08	96000000	97000000	HC04_D04	52000000	53000000	28345	9029
HC04_A08	96000000	97000000	HC04_D08	52000000	53000000	85329	70815
HC04_A08	97000000	98000000	HC04_D08	48000000	49000000	8482	8227
HC04_A08	97000000	98000000	HC04_D08	52000000	53000000	108520	113403
HC04_A08	97000000	98000000	HC04_D08	53000000	54000000	86742	84123
HC04_A08	98000000	99000000	HC04_D08	53000000	54000000	191742	182592
HC04_A08	99000000	100000000	HC04_D08	53000000	54000000	184469	167746
HC04_A09	0	1000000	HC04_D08	1000000	2000000	29523	17034
HC04_A09	0	1000000	HC04_D13	58000000	59000000	29441	33434
HC04_A09	1000000	2000000	HC04_D09	54000000	55000000	719698	682377
HC04_A09	10000000	11000000	HC04_D01	0	1000000	5033	5030
HC04_A09	10000000	11000000	HC04_D02	3000000	4000000	5056	5032
HC04_A09	10000000	11000000	HC04_D05	57000000	58000000	5054	5055
HC04_A09	10000000	11000000	HC04_D09	46000000	47000000	618031	612306
HC04_A09	10000000	11000000	HC04_D11	65000000	66000000	5131	6762
HC04_A09	11000000	12000000	HC04_D01	59000000	60000000	18873	22302
HC04_A09	11000000	12000000	HC04_D02	5000000	6000000	5563	5566
HC04_A09	11000000	12000000	HC04_D02	68000000	69000000	6531	6445
HC04_A09	11000000	12000000	HC04_D03	10000000	11000000	7854	7796
HC04_A09	11000000	12000000	HC04_D03	11000000	12000000	6386	6328
HC04_A09	11000000	12000000	HC04_D03	13000000	14000000	7818	7842
HC04_A09	11000000	12000000	HC04_D05	21000000	22000000	5720	5721
HC04_A09	11000000	12000000	HC04_D05	7000000	8000000	7818	7849
HC04_A09	11000000	12000000	HC04_D06	59000000	60000000	7855	13170
HC04_A09	11000000	12000000	HC04_D08	15000000	16000000	7855	7803
HC04_A09	11000000	12000000	HC04_D08	16000000	17000000	5720	5729
HC04_A09	11000000	12000000	HC04_D09	38000000	39000000	7848	7795
HC04_A09	11000000	12000000	HC04_D09	45000000	46000000	544299	521993
HC04_A09	11000000	12000000	HC04_D09	46000000	47000000	97328	83037
HC04_A09	11000000	12000000	HC04_D12	41000000	42000000	7818	7192
HC04_A09	12000000	13000000	HC04_D08	10000000	11000000	5130	5703
HC04_A09	12000000	13000000	HC04_D09	44000000	45000000	375990	375266
HC04_A09	12000000	13000000	HC04_D09	45000000	46000000	228560	206106
HC04_A09	13000000	14000000	HC04_D09	43000000	44000000	205573	179099
HC04_A09	13000000	14000000	HC04_D09	44000000	45000000	525722	481858
HC04_A09	14000000	15000000	HC04_D09	43000000	44000000	584575	572794
HC04_A09	16000000	17000000	HC04_D09	27000000	28000000	9457	10075
HC04_A09	16000000	17000000	HC04_D09	41000000	42000000	422303	416060
HC04_A09	17000000	18000000	HC04_D09	41000000	42000000	460661	439528
HC04_A09	18000000	19000000	HC04_D08	18000000	19000000	6538	5462
HC04_A09	18000000	19000000	HC04_D11	67000000	68000000	5400	5330
HC04_A09	19000000	20000000	HC04_D01	58000000	59000000	7392	6518
HC04_A09	19000000	20000000	HC04_D06	13000000	14000000	6022	5144
HC04_A09	19000000	20000000	HC04_D09	35000000	36000000	7440	6955
HC04_A09	19000000	20000000	HC04_D09	39000000	40000000	432458	399957
HC04_A09	2000000	3000000	HC04_D09	53000000	54000000	718805	660666
HC04_A09	2000000	3000000	HC04_D09	54000000	55000000	111100	108849
HC04_A09	21000000	22000000	HC04_D07	25000000	26000000	11280	8032
HC04_A09	21000000	22000000	HC04_D09	38000000	39000000	470636	463522
HC04_A09	23000000	24000000	HC04_D09	36000000	37000000	357797	369389
HC04_A09	23000000	24000000	HC04_D09	37000000	38000000	282844	269760
HC04_A09	24000000	25000000	HC04_D07	40000000	41000000	10669	7244
HC04_A09	24000000	25000000	HC04_D08	15000000	16000000	11945	10303
HC04_A09	24000000	25000000	HC04_D09	35000000	36000000	339728	347934
HC04_A09	24000000	25000000	HC04_D09	36000000	37000000	326583	308068
HC04_A09	25000000	26000000	HC04_D09	35000000	36000000	345683	339095
HC04_A09	26000000	27000000	HC04_D06	1000000	2000000	6561	8856
HC04_A09	26000000	27000000	HC04_D09	34000000	35000000	239794	228922
HC04_A09	26000000	27000000	HC04_D09	35000000	36000000	46818	51302
HC04_A09	29000000	30000000	HC04_D09	32000000	33000000	369404	398918
HC04_A09	29000000	30000000	HC04_D09	33000000	34000000	99776	102700
HC04_A09	30000000	31000000	HC04_D09	32000000	33000000	62177	58426
HC04_A09	31000000	32000000	HC04_D02	54000000	55000000	11604	12130
HC04_A09	31000000	32000000	HC04_D05	56000000	57000000	11994	12034
HC04_A09	31000000	32000000	HC04_D06	8000000	9000000	12301	14823
HC04_A09	31000000	32000000	HC04_D07	26000000	27000000	11005	12216
HC04_A09	31000000	32000000	HC04_D09	38000000	39000000	9584	14974
HC04_A09	31000000	32000000	HC04_D10	48000000	49000000	9208	12023
HC04_A09	31000000	32000000	HC04_D11	17000000	18000000	9250	13572
HC04_A09	31000000	32000000	HC04_D11	3000000	4000000	11994	11236
HC04_A09	31000000	32000000	HC04_D11	5000000	6000000	11445	11009
HC04_A09	31000000	32000000	HC04_D12	38000000	39000000	12128	21446
HC04_A09	31000000	32000000	HC04_D13	45000000	46000000	11445	12086
HC04_A09	31000000	32000000	HC04_D13	8000000	9000000	11994	14281
HC04_A09	32000000	33000000	HC04_D09	30000000	31000000	9374	13386
HC04_A09	33000000	34000000	HC04_D09	30000000	31000000	492171	466664
HC04_A09	36000000	37000000	HC04_D09	28000000	29000000	221986	219977
HC04_A09	36000000	37000000	HC04_D09	29000000	30000000	92031	94429
HC04_A09	36000000	37000000	HC04_D09	5000000	6000000	5014	8513
HC04_A09	36000000	37000000	HC04_D13	0	1000000	5002	5140
