Chr	Start	End	Ghlatifolium	Ghmariegalante	Ghmorrilli	Ghpalmeri	Ghpunctatum	Ghpurpurascen	Ghrichmondi	Ghyucatanense	windowClass
HC04_D06	55000000	56000000	0	0	0	0	12	1	0	0	Dt_conserved
HC04_D06	56000000	57000000	0	0	0	10	6	0	0	0	Dt_conserved
HC04_D06	57000000	58000000	0	0	0	13	2	0	0	0	Dt_conserved
HC04_D06	58000000	59000000	2	0	2	0	0	0	4	0	Dt_conserved
HC04_D06	59000000	60000000	13	0	2	0	9	1	0	0	Dt_conserved
HC04_D06	60000000	61000000	0	2	0	0	12	0	0	0	Dt_conserved
HC04_D06	61000000	62000000	0	0	2	16	0	0	1	6	Dt_conserved
HC04_D06	62000000	63000000	1	0	0	0	0	0	0	1	Dt_conserved
HC04_D06	63000000	64000000	2	0	9	0	0	0	4	11	Dt_conserved
HC04_D06	64000000	65000000	0	0	18	5	10	0	0	0	Dt_conserved
HC04_D06	65000000	66000000	9	1	0	7	6	0	3	0	Dt_conserved
HC04_D07	2000000	3000000	5	0	0	0	0	0	4	26	Dt_conserved
HC04_D07	3000000	4000000	22	0	0	0	0	2	0	0	Dt_conserved
HC04_D07	4000000	5000000	4	0	0	0	1	0	0	0	Dt_conserved
HC04_D07	6000000	7000000	23	0	0	0	0	0	0	0	Dt_conserved
HC04_D07	7000000	8000000	0	0	0	0	0	3	0	0	Dt_conserved
HC04_D07	8000000	9000000	0	19	0	3	1	0	1	1	Dt_conserved
HC04_D07	10000000	11000000	0	0	0	0	0	18	0	0	Dt_conserved
HC04_D07	11000000	12000000	1	0	0	0	0	0	0	19	Dt_conserved
HC04_D07	12000000	13000000	6	5	1	0	1	0	7	13	Dt_conserved
HC04_D07	13000000	14000000	1	6	0	0	0	0	0	0	Dt_conserved
HC04_D07	15000000	16000000	9	7	0	8	0	0	0	4	Dt_conserved
HC04_D07	19000000	20000000	0	2	0	14	0	0	0	12	Dt_conserved
HC04_D07	20000000	21000000	0	1	3	0	0	0	0	24	Dt_conserved
HC04_D07	21000000	22000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D07	23000000	24000000	0	8	0	1	0	0	4	14	Dt_conserved
HC04_D07	25000000	26000000	0	0	0	6	13	0	1	0	Dt_conserved
HC04_D07	26000000	27000000	0	0	0	20	0	0	0	0	Dt_conserved
HC04_D07	28000000	29000000	1	0	0	16	0	0	1	0	Dt_conserved
HC04_D07	29000000	30000000	2	0	0	15	5	0	6	0	Dt_conserved
HC04_D07	30000000	31000000	3	0	0	12	13	0	0	0	Dt_conserved
HC04_D07	31000000	32000000	16	0	0	0	2	0	0	0	Dt_conserved
HC04_D07	32000000	33000000	1	0	0	0	0	0	0	10	Dt_conserved
HC04_D07	35000000	36000000	0	0	0	0	1	1	12	0	Dt_conserved
HC04_D07	37000000	38000000	0	0	1	0	0	0	0	3	Dt_conserved
HC04_D07	39000000	40000000	3	10	0	13	2	0	0	2	Dt_conserved
HC04_D07	40000000	41000000	0	0	6	0	9	0	6	13	Dt_conserved
HC04_D07	41000000	42000000	0	0	1	0	0	0	0	1	Dt_conserved
HC04_D07	42000000	43000000	1	0	0	0	0	0	1	4	Dt_conserved
HC04_D07	43000000	44000000	12	0	0	0	3	0	0	0	Dt_conserved
HC04_D07	44000000	45000000	17	0	0	2	0	0	0	0	Dt_conserved
HC04_D07	45000000	46000000	0	0	0	0	2	0	0	0	Dt_conserved
HC04_D07	46000000	47000000	0	9	0	0	5	0	0	0	Dt_conserved
HC04_D07	48000000	49000000	0	0	0	0	4	0	0	0	Dt_conserved
HC04_D07	51000000	52000000	7	0	6	0	0	2	0	13	Dt_conserved
HC04_D07	52000000	53000000	2	0	0	0	0	0	0	22	Dt_conserved
HC04_D07	53000000	54000000	5	0	2	0	1	0	0	20	Dt_conserved
HC04_D07	54000000	55000000	0	1	0	0	19	1	10	0	Dt_conserved
HC04_D07	56000000	57000000	2	6	0	0	2	0	0	0	Dt_conserved
HC04_D07	57000000	58000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D07	58000000	59000000	2	0	0	0	5	0	0	1	Dt_conserved
HC04_D07	59000000	60000000	6	0	6	0	3	0	0	0	Dt_conserved
HC04_D08	0	1000000	0	1	2	0	0	0	0	15	Dt_conserved
HC04_D08	1000000	2000000	0	1	0	2	0	0	0	0	Dt_conserved
HC04_D08	2000000	3000000	0	0	0	0	2	0	0	0	Dt_conserved
HC04_D08	3000000	4000000	0	21	0	0	2	0	7	0	Dt_conserved
HC04_D08	4000000	5000000	0	1	15	1	0	0	5	0	Dt_conserved
HC04_D08	5000000	6000000	23	1	0	0	4	1	0	0	Dt_conserved
HC04_D08	6000000	7000000	16	1	2	0	0	1	3	0	Dt_conserved
HC04_D08	7000000	8000000	8	0	2	19	0	0	3	0	Dt_conserved
HC04_D08	8000000	9000000	3	1	1	6	4	16	0	0	Dt_conserved
HC04_D08	9000000	10000000	0	0	0	0	0	0	1	0	Dt_conserved
HC04_D08	10000000	11000000	0	0	0	6	16	0	0	1	Dt_conserved
HC04_D08	11000000	12000000	0	7	0	0	3	0	0	0	Dt_conserved
HC04_D08	12000000	13000000	0	14	1	0	0	0	0	1	Dt_conserved
HC04_D08	13000000	14000000	0	2	0	0	2	0	1	0	Dt_conserved
HC04_D08	14000000	15000000	0	1	0	1	0	0	0	0	Dt_conserved
HC04_D08	15000000	16000000	0	2	0	3	0	0	0	0	Dt_conserved
HC04_D08	16000000	17000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D08	17000000	18000000	0	8	1	19	0	1	1	0	Dt_conserved
HC04_D08	18000000	19000000	0	0	0	3	0	4	0	0	Dt_conserved
HC04_D08	21000000	22000000	0	1	0	0	3	0	1	0	Dt_conserved
HC04_D08	22000000	23000000	0	0	0	0	0	0	0	23	Dt_conserved
HC04_D08	25000000	26000000	0	3	0	9	0	0	1	5	Dt_conserved
HC04_D08	26000000	27000000	0	0	0	0	0	0	3	0	Dt_conserved
HC04_D08	28000000	29000000	0	3	0	0	0	0	0	0	Dt_conserved
HC04_D08	29000000	30000000	0	2	0	0	0	0	0	0	Dt_conserved
HC04_D08	30000000	31000000	0	0	0	0	2	2	0	0	Dt_conserved
HC04_D08	31000000	32000000	0	1	0	0	0	1	2	0	Dt_conserved
HC04_D08	32000000	33000000	0	1	0	0	0	3	0	0	Dt_conserved
HC04_D08	34000000	35000000	0	1	0	0	0	1	2	0	Dt_conserved
HC04_D08	35000000	36000000	0	0	0	0	4	0	0	0	Dt_conserved
HC04_D08	36000000	37000000	0	4	0	0	0	0	0	0	Dt_conserved
HC04_D08	37000000	38000000	0	1	0	0	0	3	0	0	Dt_conserved
HC04_D08	40000000	41000000	1	2	0	0	0	1	0	0	Dt_conserved
HC04_D08	41000000	42000000	1	0	0	0	3	0	0	0	Dt_conserved
HC04_D08	46000000	47000000	0	1	0	0	1	0	2	0	Dt_conserved
HC04_D08	47000000	48000000	0	0	0	8	0	1	0	0	Dt_conserved
HC04_D08	48000000	49000000	0	0	0	0	0	4	0	8	Dt_conserved
HC04_D08	52000000	53000000	0	3	0	0	0	1	0	8	Dt_conserved
HC04_D08	53000000	54000000	0	0	0	0	7	4	0	8	Dt_conserved
HC04_D08	54000000	55000000	0	0	0	0	0	0	0	12	Dt_conserved
HC04_D08	55000000	56000000	0	0	0	0	0	5	0	1	Dt_conserved
HC04_D08	61000000	62000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D08	62000000	63000000	0	0	0	0	0	0	0	22	Dt_conserved
HC04_D08	63000000	64000000	0	0	0	0	0	0	0	20	Dt_conserved
HC04_D08	64000000	65000000	0	0	0	0	1	0	0	0	Dt_conserved
HC04_D08	65000000	66000000	1	1	0	0	0	0	3	0	Dt_conserved
HC04_D08	66000000	67000000	2	2	1	5	2	11	0	0	Dt_conserved
HC04_D08	67000000	68000000	0	0	1	2	0	0	0	6	Dt_conserved
HC04_D08	69000000	70000000	7	0	4	15	9	0	1	0	Dt_conserved
HC04_D08	70000000	71000000	0	0	15	0	0	3	2	0	Dt_conserved
HC04_D09	1000000	2000000	5	4	0	0	7	0	0	18	Dt_conserved
HC04_D09	2000000	3000000	14	0	0	0	3	0	0	4	Dt_conserved
HC04_D09	3000000	4000000	0	6	0	14	0	0	1	2	Dt_conserved
HC04_D09	6000000	7000000	0	0	0	4	4	0	3	1	Dt_conserved
HC04_D09	7000000	8000000	0	2	0	0	23	0	2	1	Dt_conserved
HC04_D09	8000000	9000000	0	0	0	1	0	0	0	0	Dt_conserved
HC04_D09	9000000	10000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D09	10000000	11000000	0	0	0	0	2	0	0	0	Dt_conserved
HC04_D09	11000000	12000000	1	1	0	1	4	0	1	18	Dt_conserved
HC04_D09	12000000	13000000	0	0	0	0	0	0	6	0	Dt_conserved
HC04_D09	15000000	16000000	13	0	0	0	0	0	2	0	Dt_conserved
HC04_D09	16000000	17000000	0	1	1	5	0	6	2	0	Dt_conserved
HC04_D09	18000000	19000000	1	6	0	1	3	0	1	1	Dt_conserved
HC04_D09	19000000	20000000	0	0	0	0	0	4	0	9	Dt_conserved
HC04_D09	20000000	21000000	0	0	0	0	13	0	0	0	Dt_conserved
HC04_D09	24000000	25000000	7	0	0	0	0	2	0	4	Dt_conserved
HC04_D09	25000000	26000000	0	0	0	0	0	9	0	4	Dt_conserved
HC04_D09	26000000	27000000	1	0	0	0	9	2	0	3	Dt_conserved
HC04_D09	27000000	28000000	0	0	2	0	0	0	7	0	Dt_conserved
HC04_D09	28000000	29000000	0	2	6	0	0	0	0	0	Dt_conserved
HC04_D09	29000000	30000000	0	0	0	0	2	0	0	2	Dt_conserved
HC04_D09	30000000	31000000	0	0	0	0	1	0	0	1	Dt_conserved
HC04_D09	32000000	33000000	0	3	0	0	0	0	1	0	Dt_conserved
HC04_D09	33000000	34000000	0	0	0	0	0	0	20	0	Dt_conserved
HC04_D09	34000000	35000000	2	0	0	0	0	0	2	0	Dt_conserved
HC04_D09	35000000	36000000	1	0	0	25	0	0	2	0	Dt_conserved
HC04_D09	36000000	37000000	0	0	0	0	0	0	2	0	Dt_conserved
HC04_D09	37000000	38000000	0	0	0	0	0	0	2	0	Dt_conserved
HC04_D09	38000000	39000000	1	0	0	0	0	3	0	0	Dt_conserved
HC04_D09	39000000	40000000	0	0	0	0	0	19	0	0	Dt_conserved
HC04_D09	41000000	42000000	5	0	0	9	2	1	0	0	Dt_conserved
HC04_D09	43000000	44000000	15	0	0	0	2	0	1	0	Dt_conserved
HC04_D09	44000000	45000000	3	2	0	0	13	1	1	0	Dt_conserved
HC04_D09	45000000	46000000	0	0	0	1	0	18	0	10	Dt_conserved
HC04_D09	46000000	47000000	10	0	2	14	1	0	0	0	Dt_conserved
HC04_D09	47000000	48000000	10	0	0	0	4	0	8	3	Dt_conserved
HC04_D09	48000000	49000000	4	3	0	0	7	0	0	0	Dt_conserved
HC04_D09	49000000	50000000	11	0	0	0	0	0	6	2	Dt_conserved
HC04_D09	50000000	51000000	0	0	0	0	5	0	0	0	Dt_conserved
HC04_D09	51000000	52000000	2	5	0	3	0	0	7	0	Dt_conserved
HC04_D09	52000000	53000000	0	0	0	0	0	6	6	14	Dt_conserved
HC04_D09	53000000	54000000	8	0	3	0	0	3	2	0	Dt_conserved
HC04_D09	54000000	55000000	15	0	0	0	1	0	0	0	Dt_conserved
HC04_D10	0	1000000	5	8	1	0	0	0	0	0	Dt_conserved
HC04_D10	1000000	2000000	3	1	0	15	0	0	0	0	Dt_conserved
HC04_D10	2000000	3000000	2	1	0	11	11	0	10	0	Dt_conserved
HC04_D10	3000000	4000000	5	0	0	0	10	3	6	8	Dt_conserved
HC04_D10	4000000	5000000	0	2	0	1	0	4	3	23	Dt_conserved
HC04_D10	5000000	6000000	2	2	2	0	9	1	0	14	Dt_conserved
HC04_D10	6000000	7000000	0	7	0	1	4	2	8	14	Dt_conserved
HC04_D10	7000000	8000000	1	1	0	4	6	3	0	21	Dt_conserved
HC04_D10	8000000	9000000	0	0	0	23	7	0	0	6	Dt_conserved
HC04_D10	9000000	10000000	0	7	0	0	1	5	0	7	Dt_conserved
HC04_D10	10000000	11000000	0	0	0	0	1	0	0	15	Dt_conserved
HC04_D10	11000000	12000000	1	0	0	0	0	1	0	16	Dt_conserved
HC04_D10	12000000	13000000	7	1	0	0	0	0	0	10	Dt_conserved
HC04_D10	13000000	14000000	1	0	0	0	10	0	0	10	Dt_conserved
HC04_D10	16000000	17000000	0	0	0	0	2	0	0	0	Dt_conserved
HC04_D10	17000000	18000000	0	0	0	0	0	0	3	0	Dt_conserved
HC04_D10	18000000	19000000	0	2	0	0	0	0	0	0	Dt_conserved
HC04_D10	19000000	20000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D10	20000000	21000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D10	23000000	24000000	0	5	8	9	12	1	0	0	Dt_conserved
HC04_D10	24000000	25000000	7	0	0	0	0	0	5	0	Dt_conserved
HC04_D10	25000000	26000000	0	10	0	0	0	0	0	0	Dt_conserved
HC04_D10	28000000	29000000	3	1	0	0	20	0	0	0	Dt_conserved
HC04_D10	29000000	30000000	0	24	0	0	0	0	0	0	Dt_conserved
HC04_D10	31000000	32000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D10	48000000	49000000	0	0	0	2	0	0	0	0	Dt_conserved
HC04_D10	49000000	50000000	1	2	0	0	1	0	0	0	Dt_conserved
HC04_D10	50000000	51000000	2	1	0	0	0	0	0	0	Dt_conserved
HC04_D10	52000000	53000000	0	0	0	0	0	0	0	2	Dt_conserved
HC04_D10	53000000	54000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D10	54000000	55000000	6	0	0	1	3	0	0	0	Dt_conserved
HC04_D10	56000000	57000000	6	0	4	0	0	0	1	0	Dt_conserved
HC04_D10	57000000	58000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D10	58000000	59000000	0	0	7	0	1	0	3	0	Dt_conserved
HC04_D10	59000000	60000000	6	0	0	0	2	0	3	0	Dt_conserved
HC04_D10	60000000	61000000	18	1	0	8	8	0	0	0	Dt_conserved
HC04_D10	61000000	62000000	0	0	0	0	0	0	4	0	Dt_conserved
HC04_D10	62000000	63000000	2	13	0	14	1	0	0	0	Dt_conserved
HC04_D10	64000000	65000000	1	25	3	0	0	5	1	0	Dt_conserved
HC04_D10	65000000	66000000	2	1	1	8	11	13	0	0	Dt_conserved
HC04_D10	66000000	67000000	6	0	0	3	4	2	1	3	Dt_conserved
HC04_D10	67000000	68000000	3	6	0	25	1	0	0	0	Dt_conserved
HC04_D11	1000000	2000000	7	0	3	6	0	0	0	20	Dt_conserved
HC04_D11	2000000	3000000	0	0	0	0	10	2	0	0	Dt_conserved
HC04_D11	3000000	4000000	6	1	0	2	15	3	3	2	Dt_conserved
HC04_D11	4000000	5000000	0	1	1	0	0	0	3	0	Dt_conserved
HC04_D11	5000000	6000000	0	1	0	0	1	0	0	0	Dt_conserved
HC04_D11	6000000	7000000	4	1	0	0	0	0	0	1	Dt_conserved
HC04_D11	7000000	8000000	5	4	0	0	0	0	0	0	Dt_conserved
HC04_D11	8000000	9000000	5	0	0	0	6	1	0	23	Dt_conserved
HC04_D11	9000000	10000000	3	4	0	14	0	1	11	3	Dt_conserved
HC04_D11	10000000	11000000	5	1	0	3	1	0	0	2	Dt_conserved
HC04_D11	11000000	12000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D11	12000000	13000000	1	0	0	0	0	0	0	7	Dt_conserved
HC04_D11	13000000	14000000	0	0	0	23	0	0	4	0	Dt_conserved
HC04_D11	14000000	15000000	20	0	0	2	0	0	0	0	Dt_conserved
HC04_D11	15000000	16000000	16	0	0	1	0	7	0	0	Dt_conserved
HC04_D11	16000000	17000000	0	1	0	0	14	0	0	0	Dt_conserved
HC04_D11	17000000	18000000	2	0	0	0	1	0	0	12	Dt_conserved
HC04_D11	43000000	44000000	0	1	0	0	2	0	0	0	Dt_conserved
HC04_D11	44000000	45000000	0	0	0	1	0	0	0	0	Dt_conserved
HC04_D11	46000000	47000000	0	0	0	0	0	0	0	2	Dt_conserved
HC04_D11	48000000	49000000	0	9	0	0	0	0	0	7	Dt_conserved
HC04_D11	51000000	52000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D11	53000000	54000000	3	1	0	0	0	0	0	0	Dt_conserved
HC04_D11	54000000	55000000	0	1	0	0	0	0	0	0	Dt_conserved
HC04_D11	55000000	56000000	5	0	0	0	0	10	1	0	Dt_conserved
HC04_D11	56000000	57000000	4	2	0	0	1	9	1	0	Dt_conserved
HC04_D11	57000000	58000000	0	0	0	0	0	0	11	0	Dt_conserved
HC04_D11	58000000	59000000	0	0	0	0	0	0	1	0	Dt_conserved
HC04_D11	59000000	60000000	0	3	0	26	0	0	0	0	Dt_conserved
HC04_D11	60000000	61000000	0	0	0	0	1	3	0	0	Dt_conserved
HC04_D11	61000000	62000000	0	25	0	0	0	1	2	1	Dt_conserved
HC04_D11	62000000	63000000	3	0	0	0	0	0	0	2	Dt_conserved
HC04_D11	63000000	64000000	1	0	0	19	4	1	0	0	Dt_conserved
HC04_D11	64000000	65000000	1	2	0	0	5	0	0	0	Dt_conserved
HC04_D11	65000000	66000000	2	0	0	0	0	1	0	4	Dt_conserved
HC04_D11	66000000	67000000	2	0	0	0	0	0	1	10	Dt_conserved
HC04_D11	67000000	68000000	1	0	0	3	12	0	0	4	Dt_conserved
HC04_D11	68000000	69000000	0	0	0	0	0	0	0	2	Dt_conserved
HC04_D11	69000000	70000000	0	0	0	0	0	2	0	26	Dt_conserved
HC04_D11	70000000	71000000	6	0	0	0	0	0	2	26	Dt_conserved
HC04_D11	71000000	72000000	0	0	0	0	0	0	2	2	Dt_conserved
HC04_D11	72000000	73000000	0	0	0	0	0	0	1	0	Dt_conserved
HC04_D12	0	1000000	4	9	0	0	0	0	0	0	Dt_conserved
HC04_D12	1000000	2000000	20	1	0	15	0	0	0	0	Dt_conserved
HC04_D12	2000000	3000000	2	0	1	7	5	0	16	1	Dt_conserved
HC04_D12	3000000	4000000	0	1	0	1	3	2	0	7	Dt_conserved
HC04_D12	4000000	5000000	6	0	0	0	2	0	9	5	Dt_conserved
HC04_D12	5000000	6000000	0	0	0	0	0	0	2	9	Dt_conserved
HC04_D12	6000000	7000000	6	3	0	0	1	4	1	0	Dt_conserved
HC04_D12	7000000	8000000	0	0	7	0	0	0	0	0	Dt_conserved
HC04_D12	10000000	11000000	0	8	0	0	0	0	0	0	Dt_conserved
HC04_D12	11000000	12000000	7	0	0	2	3	0	0	0	Dt_conserved
HC04_D12	28000000	29000000	0	0	0	1	0	0	0	0	Dt_conserved
HC04_D12	30000000	31000000	0	0	0	0	0	0	0	1	Dt_conserved
HC04_D12	31000000	32000000	0	0	0	6	0	0	0	0	Dt_conserved
HC04_D12	32000000	33000000	0	0	0	0	0	0	0	6	Dt_conserved
HC04_D12	33000000	34000000	1	2	0	1	0	0	1	1	Dt_conserved
HC04_D12	36000000	37000000	2	0	0	0	0	0	0	0	Dt_conserved
HC04_D12	38000000	39000000	1	0	0	0	0	0	0	0	Dt_conserved
HC04_D12	39000000	40000000	0	3	0	0	0	0	0	0	Dt_conserved
HC04_D12	40000000	41000000	3	0	0	17	0	0	0	10	Dt_conserved
HC04_D12	41000000	42000000	0	0	0	0	5	0	0	0	Dt_conserved
HC04_D12	42000000	43000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D12	43000000	44000000	0	0	0	0	0	0	0	3	Dt_conserved
HC04_D12	44000000	45000000	0	0	0	0	0	0	0	8	Dt_conserved
HC04_D12	45000000	46000000	9	0	4	0	3	0	3	0	Dt_conserved
HC04_D12	46000000	47000000	2	0	0	5	3	18	0	0	Dt_conserved
HC04_D12	47000000	48000000	11	0	4	1	8	0	0	0	Dt_conserved
HC04_D12	48000000	49000000	0	0	0	0	0	0	2	0	Dt_conserved
HC04_D12	50000000	51000000	0	0	0	0	17	4	5	0	Dt_conserved
HC04_D12	51000000	52000000	0	3	0	3	11	3	2	0	Dt_conserved
HC04_D12	52000000	53000000	6	2	0	0	0	0	2	0	Dt_conserved
HC04_D12	53000000	54000000	1	0	0	0	1	0	10	0	Dt_conserved
HC04_D12	54000000	55000000	0	0	0	4	4	0	0	1	Dt_conserved
HC04_D12	55000000	56000000	0	0	2	0	5	0	3	0	Dt_conserved
HC04_D12	56000000	57000000	5	1	0	10	6	0	3	0	Dt_conserved
HC04_D12	57000000	58000000	1	1	0	0	0	1	2	0	Dt_conserved
HC04_D12	58000000	59000000	0	16	0	8	1	0	0	0	Dt_conserved
HC04_D12	60000000	61000000	0	17	0	0	0	5	3	4	Dt_conserved
HC04_D12	61000000	62000000	2	5	2	0	1	1	0	1	Dt_conserved
HC04_D12	62000000	63000000	0	5	0	0	6	1	4	2	Dt_conserved
HC04_D13	0	1000000	0	0	0	0	12	1	0	11	Dt_conserved
HC04_D13	1000000	2000000	9	5	19	0	0	0	1	2	Dt_conserved
HC04_D13	2000000	3000000	2	14	0	6	2	5	0	0	Dt_conserved
HC04_D13	3000000	4000000	0	29	0	0	0	0	0	0	Dt_conserved
HC04_D13	4000000	5000000	0	5	0	21	6	1	0	0	Dt_conserved
HC04_D13	5000000	6000000	2	0	26	0	0	0	0	0	Dt_conserved
HC04_D13	7000000	8000000	17	2	1	0	10	0	0	0	Dt_conserved
HC04_D13	8000000	9000000	4	0	0	0	0	0	10	0	Dt_conserved
HC04_D13	33000000	34000000	0	0	0	0	14	4	0	0	Dt_conserved
HC04_D13	37000000	38000000	0	0	0	3	0	0	0	0	Dt_conserved
HC04_D13	41000000	42000000	0	5	0	0	0	0	0	0	Dt_conserved
HC04_D13	42000000	43000000	17	2	0	0	4	1	0	12	Dt_conserved
HC04_D13	43000000	44000000	0	23	0	0	0	0	0	0	Dt_conserved
HC04_D13	45000000	46000000	0	0	0	0	0	0	0	22	Dt_conserved
HC04_D13	46000000	47000000	1	0	0	0	0	0	0	1	Dt_conserved
HC04_D13	47000000	48000000	5	0	0	0	0	0	0	0	Dt_conserved
HC04_D13	49000000	50000000	0	3	0	2	0	0	2	1	Dt_conserved
HC04_D13	50000000	51000000	0	16	0	0	0	0	0	0	Dt_conserved
HC04_D13	52000000	53000000	0	1	1	0	0	17	1	11	Dt_conserved
HC04_D13	53000000	54000000	0	11	0	0	0	0	0	0	Dt_conserved
HC04_D13	54000000	55000000	2	5	0	1	0	0	0	0	Dt_conserved
HC04_D13	56000000	57000000	9	0	19	0	2	3	0	0	Dt_conserved
HC04_D13	57000000	58000000	30	2	0	0	0	0	1	0	Dt_conserved
HC04_D13	58000000	59000000	0	0	1	1	0	0	0	4	Dt_conserved
HC04_D13	59000000	60000000	0	0	0	0	0	0	0	18	Dt_conserved
HC04_D13	61000000	62000000	16	0	2	11	4	0	0	1	Dt_conserved
HC04_D13	62000000	63000000	6	0	2	0	3	0	0	0	Dt_conserved
HC04_D13	64000000	65000000	3	0	0	2	1	0	0	0	Dt_conserved
